代碼,名稱,產業,市場,題材(L2),tech,supply
3710,連展投控,電子零組件業,TPEX,"光纖主動元件, 光纖被動元件, 光通訊, 天線, 控股公司, 網通設備, 車用充電相關, 連接器, 連接線材, 電力設備, 電子零件元件",,
3711,日月光投控,半導體業,TWSE,"IC封裝, IC封裝測試, IC測試, 電子製造服務, 電腦系統業",,
3712,永崴投控,電腦及週邊設備業,TWSE,控股公司,,
3713,新晶投控,綠能環保,TPEX,"太陽能, 太陽能發電, 太陽能系統運用, 太陽能電池模組, 電力",,
3714,富采,光電業,TWSE,"LED, LED封裝, LED晶粒, LED照明產品, LED磊晶, 控股公司",,
3715,定穎投控,電子零組件業,TWSE,"印刷電路板, 印刷電路板相關, 控股公司",,
3716,中化控股,生技醫療業,TWSE,"學名藥, 西藥製劑, 醫療器材通路, 醫藥流通, 醫藥產業",,
3717,聯嘉投控,汽車工業,TWSE,"LED, LED封裝",,
4102,永日,生技醫療業,TPEX,"原料藥, 生技特用化學品, 生物科技, 醫藥產業",,
4104,佳醫,生技醫療業,TWSE,"其他醫療器材, 手術與治療用醫材, 洗腎器具, 醫療器材通路, 醫療服務, 醫療管理服務, 醫療耗材, 醫藥流通",,
4105,東洋,生技醫療業,TPEX,"學名藥, 西藥製劑, 醫藥產業",,
4106,雃博,生技醫療業,TWSE,"呼吸與麻醉用器具, 手術與治療用醫材, 物理治療器具, 福祉輔助設備, 輔助與彌補用醫材",,
4107,邦特,生技醫療業,TPEX,"其他醫療器材, 手術與治療用醫材, 洗腎器具, 醫療耗材",,
4108,懷特,生技醫療業,TWSE,"中藥製劑, 新藥研發, 植物新藥, 生物科技, 醫藥產業, 食品生技",,
4109,加捷生醫,生技醫療業,TPEX,"保險經紀, 生物科技, 金融業, 食品生技",,
4111,濟生,生技醫療業,TPEX,"學名藥, 西藥製劑, 醫藥產業",,
4113,聯上,建材營造業,TPEX,"地產, 營建",,
4114,健喬,生技醫療業,TPEX,"學名藥, 生物科技, 藥品通路, 西藥製劑, 醫藥流通, 醫藥產業, 食品生技",,
4116,明基醫,生技醫療業,TPEX,"其他醫療器材, 牙科植入器材, 診斷與監測用醫材, 輔助與彌補用醫材, 醫學影像裝置, 醫用家具, 醫療管理服務, 醫療耗材",,
4119,旭富,生技醫療業,TWSE,"原料藥, 醫藥產業",,
4120,友華,生技醫療業,TPEX,"學名藥, 生物科技, 西藥製劑, 醫藥流通, 醫藥產業, 食品生技",,
4121,優盛,生技醫療業,TPEX,"生理檢測器材, 血壓計, 血糖儀, 診斷與監測用醫材, 醫藥流通, 體外診斷用醫材, 體溫計",,
4123,晟德,生技醫療業,TPEX,"學名藥, 生物科技, 西藥製劑, 醫藥產業, 食品生技",,
4126,太醫,生技醫療業,TPEX,"其他醫療器材, 醫療耗材",,
4127,天良,生技醫療業,TPEX,"學名藥, 生物科技, 西藥製劑, 醫藥產業, 食品生技",,
4128,中天,生技醫療業,TPEX,"中藥製劑, 新藥研發, 植物新藥, 生物科技, 醫藥產業, 食品生技",,
4129,聯合,生技醫療業,TPEX,"人造關節, 輔助與彌補用醫材, 骨科類器材",,
4130,健亞,生技醫療業,TPEX,"學名藥, 新藥研發, 西藥製劑, 醫藥產業",,
4131,浩泰,生技醫療業,TPEX,"檢驗試劑／紙, 輔助與彌補用醫材, 隱形眼鏡, 體外診斷用醫材",,
4133,亞諾法,生技醫療業,TWSE,"檢驗試劑／紙, 生物製劑, 醫藥產業, 體外診斷用醫材",,
4137,麗豐-KY,生技醫療業,TWSE,"時尚產業, 美妝保養品, 美容",,
4138,曜亞,生技醫療業,TPEX,"動力手術器具, 手術與治療用醫材, 醫療器材通路, 醫藥流通",,
4139,馬光-KY,生技醫療業,TPEX,"醫療服務, 醫療管理服務",,
4142,國光生,生技醫療業,TWSE,"生物製劑, 醫藥產業",,
4147,中裕,生技醫療業,TPEX,"新藥研發, 生物製劑, 醫藥產業",,
4148,全宇生技-KY,生技醫療業,TWSE,"化學工業, 生物科技, 肥料, 農業生技",,
4153,鈺緯,生技醫療業,TPEX,"LCD顯示器, 智慧醫療技術, 診斷與監測用醫材, 醫學影像裝置, 顯示器, 顯示器零件",,
4154,樂威科-KY,其他業,TPEX,"傳產其他, 金屬加工／製品",,
4155,訊映,生技醫療業,TWSE,"血糖儀, 體外診斷用醫材",,
4157,太景*-KY,生技醫療業,TPEX,"新藥研發, 西藥製劑, 醫藥產業",,
4160,訊聯基因,生技醫療業,TPEX,"智慧醫療技術, 生技服務, 生物科技, 醫療服務, 醫療管理服務",,
4161,聿新科,生技醫療業,TPEX,"時尚產業, 生物科技, 生理檢測器材, 美妝保養品, 血糖儀, 診斷與監測用醫材, 食品生技, 體外診斷用醫材",,
4162,智擎,生技醫療業,TPEX,"新藥研發, 西藥製劑, 醫藥產業",,
4163,鐿鈦,生技醫療業,TPEX,"傳產其他, 其他醫療器材, 金屬加工／製品",,
4164,承業醫,生技醫療業,TWSE,"醫療器材通路, 醫療服務, 醫療管理服務, 醫藥流通",,
4166,友霖,生技醫療業,TPEX,"學名藥, 新藥研發, 西藥製劑, 醫藥產業",,
4167,松瑞藥,生技醫療業,TPEX,"原料藥, 西藥製劑, 醫藥產業",,
4168,醣聯,生技醫療業,TPEX,"新藥研發, 生物製劑, 醫藥產業, 醫藥研發外包服務",,
4169,泰宗,生技醫療業,TWSE,"新藥研發, 植物新藥, 生物科技, 醫療器材通路, 醫藥流通, 醫藥產業, 食品生技",,
4171,瑞基,農業科技業,TPEX,"檢驗試劑／紙, 生物科技, 農業生技, 體外診斷用醫材",,
4173,久裕,生技醫療業,TPEX,醫藥流通,,
4174,浩鼎,生技醫療業,TPEX,"新藥研發, 生物製劑, 醫藥產業",,
4175,杏一,生技醫療業,TPEX,"醫療器材通路, 醫藥流通",,
4183,福永生技,生技醫療業,TPEX,"血糖儀, 體外診斷用醫材",,
4188,安克,生技醫療業,TPEX,智慧醫療技術,,
4190,佐登-KY,生技醫療業,TWSE,"時尚產業, 美妝保養品, 美容",,
4192,杏國,生技醫療業,TPEX,"新藥研發, 植物新藥, 生物科技, 醫藥產業, 食品生技",,
4198,欣大健康,生技醫療業,TPEX,"診斷與監測用醫材, 醫學影像裝置",,
4205,中華食,食品工業,TPEX,食品加工,,
4207,環泰,食品工業,TPEX,"大宗物資, 製糖, 食品加工, 食品添加劑",,
4303,信立,塑膠工業,TPEX,"塑化製品, 塑膠皮布",,
4304,勝昱,塑膠工業,TPEX,"其他電子零件, 化學工業, 塑化製品, 塑膠加工, 膠帶, 電子零件元件",,
4305,世坤,塑膠工業,TPEX,"塑化製品, 塑膠皮布",,
4306,炎洲,塑膠工業,TWSE,"化學工業, 塑化製品, 塑膠加工, 膠帶",,
4401,東隆興,紡織纖維,TPEX,"化學纖維, 尼龍絲, 紡紗, 聚酯紗",,
4402,郡都開發,紡織纖維,TPEX,"太陽能, 太陽能系統運用, 織布業",,
4406,新昕纖,紡織纖維,TPEX,"化學纖維, 聚酯加工絲",,
4413,飛寶企業,紡織纖維,TPEX,"成衣, 成衣製造, 織布業",,
4414,如興,紡織纖維,TWSE,"成衣, 成衣製造",,
4416,三圓,建材營造業,TPEX,"地產, 營建, 物業投資發展",,
4417,金洲,紡織纖維,TPEX,"工業紡織品, 魚網",,
4419,皇家美食,觀光餐旅,TPEX,"旅宿／餐飲, 餐飲",,
4420,光明,紡織纖維,TPEX,"化學纖維, 聚酯加工絲",,
4426,利勤,紡織纖維,TWSE,"傳產其他, 織布業, 鞋材",,
4430,耀億,其他業,TPEX,"化學纖維, 尼龍絲",,
4432,銘旺實,紡織纖維,TPEX,"成衣, 成衣製造",,
4433,興采,紡織纖維,TPEX,"成衣, 成衣製造, 織布業",,
4438,廣越,紡織纖維,TWSE,"成衣, 成衣製造, 紡紗, 羽絨加工",,
4439,冠星-KY,紡織纖維,TWSE,織布業,,
4440,宜新實業,紡織纖維,TWSE,"加工絲, 化學纖維, 紡紗, 聚酯紗",,
4441,振大環球,紡織纖維,TWSE,"成衣, 成衣製造",,
4442,竣邦-KY,紡織纖維,TPEX,織布業,,
4502,健信,電機機械,TPEX,"汽機車零組件, 輪圈",,
4503,金雨,電機機械,TPEX,"POS機系統, 工業電腦, 自動販賣機, 車用充電相關, 電力設備",,
4506,崇友,電機機械,TPEX,"建材, 電梯",,
4510,高鋒,電機機械,TPEX,"工具機, 銑床, 龍門機",,
4513,福裕,電機機械,TPEX,"工具機, 磨床, 車床, 龍門機",,
4523,永彰,電機機械,TPEX,"汽機車零組件, 汽車內裝, 汽車空調, 車用冷卻系統, 電力設備, 電機, 電氣開關設備",,
4526,東台,電機機械,TWSE,"印刷電路板相關, 工具機, 工具機主軸, 車床, 雷射鑽孔機、鑽頭",,
4527,方土霖,電機機械,TPEX,"產業機械, 空調製冷",,
4528,江興鍛,電機機械,TPEX,"傳動系統, 懸吊系統, 木床／車架, 汽機車零組件, 車用金屬成型, 車用鍛件",,
4529,淳紳,其他業,TPEX,"太陽能發電, 汽車製造, 車輛整車, 電力, 電動車",,
4530,宏易,觀光餐旅,TPEX,"安全氣囊, 旅宿／餐飲, 水資源, 污水處理, 汽車內裝, 餐飲",,
4532,瑞智,電機機械,TWSE,"壓縮機, 產業機械",,
4533,協易機,電機機械,TPEX,"工具機, 沖床",,
4534,慶騰,電機機械,TPEX,"傳產其他, 金屬加工／製品",,
4535,至興,電機機械,TPEX,"汽機車零組件, 汽車內裝, 汽車座椅",,
4536,拓凱,運動休閒,TWSE,"傳產其他, 碳纖維, 航天軍工, 運動產業, 運動用品",,
4538,大詠城,電機機械,TPEX,機械零組件,,
4540,全球傳動,電機機械,TWSE,"機械零組件, 滑軌",,
4541,晟田,其他業,TPEX,"半導體製程設備, 機械零組件, 航天軍工, 設備儀器商, 飛機零件／製造",,
4542,科嶠,電子零組件業,TPEX,"PCB相關設備, 半導體製程設備, 設備儀器商",,
4543,萬在,電機機械,TPEX,"汽機車零組件, 汽車內裝, 汽車空調, 車用冷卻系統",,
4545,銘鈺,電子零組件業,TWSE,"其他電子零件, 模具沖壓, 產業機械, 自動化設備, 電子零件元件",,
4549,桓達,電機機械,TPEX,"產業機械, 自動化設備",,
4550,長佳,電機機械,TPEX,"休閒娛樂, 俱樂部, 水電消防工程, 營造工程, 配電工程, 電力設備",,
4551,智伸科,汽車工業,TWSE,"傳產其他, 汽機車零組件, 產業機械, 自行車零件, 金屬加工／製品",,
4552,力達-KY,電機機械,TWSE,"壓縮機, 產業機械",,
4554,橙的,其他電子業,TPEX,"胎壓監測系統, 車用電子",,
4555,氣立,電機機械,TWSE,"機械零組件, 氣動元件",,
4556,旭然,其他業,TPEX,"水資源, 水資源設備／耗材",,
4557,永新-KY,汽車工業,TWSE,"剎車系統, 汽機車零組件",,
4558,寶緯,電機機械,TPEX,"建材, 金屬建材, 鋁擠型, 非鐵金屬",,
4560,強信-KY,電機機械,TWSE,"工業用縫紉機, 產業機械",,
4561,健椿,電機機械,TPEX,"工具機, 工具機主軸",,
4562,穎漢,電機機械,TWSE,"工具機, 機器人, 機器手臂",,
4563,百德,電機機械,TPEX,工具機,,
4564,元翎,電機機械,TWSE,"傳產其他, 安全氣囊, 汽車內裝, 金屬加工／製品",,
4566,時碩工業,電機機械,TWSE,"傳產其他, 汽機車零組件, 金屬加工／製品",,
4568,科際精密,電機機械,TPEX,"家電, 家電零組件, 幫浦, 產業機械",,
4569,六方科-KY,汽車工業,TWSE,"傳產其他, 汽機車零組件, 金屬加工／製品",,
4571,鈞興-KY,電機機械,TWSE,機械零組件,,
4572,駐龍,電機機械,TWSE,"機械零組件, 航天機械零組件, 航天軍工, 飛機零件／製造",,
4576,大銀微系統,電機機械,TWSE,"機械零組件, 氣動元件",,
4577,達航科技,其他電子業,TPEX,"PCB相關設備, 印刷電路板相關, 設備儀器商, 雷射鑽孔機、鑽頭, 電子製造服務, 電腦系統業",,
4580,捷流閥業,電機機械,TPEX,"工業閥門, 機械零組件",,
4581,光隆精密-KY,汽車工業,TWSE,"傳動系統, 剎車系統, 引擎相關, 汽機車零組件, 車用排氣系統, 車用金屬成型, 車用鑄件",,
4583,台灣精銳,電機機械,TWSE,"機械零組件, 減速機",,
4584,君帆,電機機械,TPEX,"機械零組件, 液壓元件",,
4585,達明,其他電子業,TWSE,"協作機器人, 機器人, 機器手臂",,
4588,玖鼎電力,其他電子業,TWSE,"儀表, 智慧電網相關, 產業機械, 電力設備",,
4590,富田-創,電機機械,TWSE,"工業馬達, 產業機械",,
4609,唐鋒,居家生活,TPEX,"家電, 小家電",,
4702,中美實,居家生活,TPEX,"化學工業, 染料，顏料, 汽車服務相關, 汽車銷售, 流通業, 貿易",,
4706,大恭,化學工業,TPEX,"化學工業, 染料，顏料",,
4707,磐亞,化學工業,TPEX,"其他化工產品, 化學工業, 衛生清潔用品",,
4711,永純,化學工業,TPEX,"化學工業, 合成樹脂",,
4714,永捷,化學工業,TPEX,"PU樹脂, 化學工業",,
4716,大立,化學工業,TPEX,"化學工業, 合成樹脂",,
4720,德淵,化學工業,TWSE,"化學工業, 熱熔膠",,
4721,美琪瑪,化學工業,TPEX,"其他化工產品, 化學工業, 化學產品通路, 正極材料, 電池材料相關",,
4722,國精化,化學工業,TWSE,"化學工業, 合成樹脂",,
4726,永昕,生技醫療業,TPEX,"醫藥產業, 醫藥研發外包服務",,
4728,雙美,生技醫療業,TPEX,"生技特用化學品, 生物科技, 輔助與彌補用醫材, 醫用植入材料",,
4729,熒茂,光電業,TPEX,"觸控面板, 面板業",,
4735,豪展,生技醫療業,TPEX,"其他醫療器材, 血壓計, 診斷與監測用醫材, 體溫計",,
4736,泰博,生技醫療業,TWSE,"檢驗試劑／紙, 生理監測裝置, 血糖儀, 診斷與監測用醫材, 體外診斷用醫材, 體溫計",,
4737,華廣,生技醫療業,TWSE,"血糖儀, 體外診斷用醫材",,
4739,康普,化學工業,TWSE,"其他化工產品, 化學工業, 強酸產品, 正極材料, 電池材料相關",,
4741,泓瀚,化學工業,TPEX,"化學工業, 染料，顏料",,
4743,合一,生技醫療業,TPEX,"新藥研發, 植物新藥, 醫藥產業",,
4744,皇將,生技醫療業,TPEX,"產業機械, 醫療保健設備／裝置",,
4745,合富-KY,生技醫療業,TPEX,"IVD檢驗儀器設備, 手術與治療用醫材, 放射治療設備, 檢驗試劑／紙, 醫療器材通路, 醫藥流通, 體外診斷用醫材",,
4746,台耀,生技醫療業,TWSE,"原料藥, 醫藥產業",,
4747,強生,生技醫療業,TPEX,"學名藥, 西藥製劑, 醫藥產業",,
4749,新應材,半導體業,TPEX,"光阻劑, 半導體化學品",,
4754,國碳科,化學工業,TPEX,"傳產其他, 化學工業, 塗料, 耐火材料",,
4755,三福化,化學工業,TWSE,"其他化工產品, 化學工業, 半導體化學品, 研磨液／墊",,
4760,勤凱,其他電子業,TPEX,"太陽能, 太陽能導電漿, 被動元件, 被動元件上游",,
4763,材料*-KY,化學工業,TWSE,"化學纖維, 半合成纖維",,
4764,雙鍵,化學工業,TWSE,"其他化工產品, 化學工業, 合成樹脂",,
4766,南寶,化學工業,TWSE,"其他化工產品, 化學工業, 合成樹脂, 塗料, 熱熔膠",,
4767,誠泰科技,化學工業,TPEX,"化學工業, 熱熔膠",,
4768,晶呈科技,化學工業,TPEX,"化學工業, 工業氣體",,
4770,上品,化學工業,TWSE,"傳產其他, 化學工業, 合成樹脂, 金屬加工／製品",,
4771,望隼,生技醫療業,TWSE,"輔助與彌補用醫材, 隱形眼鏡",,
4772,台特化,化學工業,TPEX,"化學工業, 工業氣體",,
4804,大略-KY,觀光餐旅,TPEX,"旅宿／餐飲, 飯店",,
4806,桂田文創,文化創意業,TPEX,"傳播事業, 影音娛樂, 演出經紀",,
4807,日成-KY,貿易百貨業,TWSE,"時尚產業, 珠寶",,
4903,聯光通,通信網路業,TPEX,"光纖光纜, 光通訊",,
4904,遠傳,通信網路業,TWSE,"低軌道衛星, 網通設備, 行動通訊, 通訊服務, 電信／數據服務",,
4905,台聯電,通信網路業,TPEX,"其他化工產品, 其他醫療器材, 化學工業, 接取設備, 網通設備, 醫療耗材",,
4906,正文,通信網路業,TWSE,"無線網路設備系統(WLAN), 網通設備",,
4907,富宇,建材營造業,TPEX,"園林造景, 地產, 營建, 營造工程",,
4908,前鼎,通信網路業,TPEX,"光纖主動元件, 光通訊",,
4909,新復興,通信網路業,TPEX,"印刷電路板, 印刷電路板相關",,
4911,德英,生技醫療業,TPEX,"新藥研發, 植物新藥, 生物科技, 醫藥產業, 食品生技",,
4912,聯德控股-KY,電子零組件業,TWSE,"模具沖壓, 車用沖壓件, 車用金屬成型, 電子零件元件",,
4915,致伸,電子零組件業,TWSE,"車用電子, 週邊產品, 電競週邊, 電聲產品",,
4916,事欣科,電腦及週邊設備業,TWSE,"博奕機台, 工業電腦, 航天機械零組件, 航天軍工",,
4919,新唐,半導體業,TWSE,"CMOS晶片, IC生產, IC製造, IC設計, IO控制IC, MCU, PC週邊IC, 影音IC, 消費性IC, 類比IC",,
4923,力士,半導體業,TPEX,"分離式元件, 電晶體",,
4924,欣厚-KY,電腦及週邊設備業,TPEX,"塑膠射出, 環保生技, 生物科技, 電子零件元件",,
4927,泰鼎-KY,電子零組件業,TWSE,"印刷電路板, 印刷電路板相關",,
4930,燦星網,電器電纜,TWSE,"家電, 小家電",,
4931,新盛力,電腦及週邊設備業,TPEX,"工業用電池, 車用鋰電池, 電池",,
4933,友輝,光電業,TPEX,"光學膜, 面板零組件",,
4934,太極,光電業,TWSE,"太陽能, 太陽能電池, 太陽能電池模組",,
4935,茂林-KY,光電業,TWSE,"模具沖壓, 電子零件元件, 面板零組件",,
4938,和碩,電腦及週邊設備業,TWSE,"AI伺服器, 主機板, 伺服器, 平板電腦, 手機, 手機製造, 桌上型電腦, 消費性電子產品, 穿戴式裝置, 筆記型電腦製造, 網通設備, 視訊轉換相關, 車用電子, 遊戲機, 遊戲產業, 電子製造服務, 電腦系統業",,
4939,亞電,電子零組件業,TPEX,"印刷電路板相關, 軟板基板",,
4942,嘉彰,光電業,TWSE,"模具沖壓, 電子零件元件",,
4943,康控-KY,電子零組件業,TWSE,"控股公司, 汽機車零組件, 電聲產品",,
4946,辣椒,文化創意業,TPEX,"PC遊戲, 手機遊戲, 遊戲產業",,
4949,有成精密,光電業,TWSE,"半導體製程設備, 太陽能, 太陽能電池模組, 設備儀器商",,
4950,金耘國際,鋼鐵工業,TPEX,"不鏽鋼, 合金鋼, 特殊鋼",,
4951,精拓科,半導體業,TPEX,"IC設計, IO控制IC, PC週邊IC, 嵌入式晶片, 消費性IC, 類比IC",,
4952,凌通,半導體業,TWSE,"IC設計, LCD控制IC, MCU, 影音IC, 消費性IC, 無線充電, 車用電子, 電子零件元件",,
4953,緯軟,資訊服務業,TPEX,"INTERNET技術與基礎設施, 軟體業, 雲端科技",,
4956,光鋐,光電業,TWSE,"LED, LED晶粒, LED磊晶",,
4958,臻鼎-KY,電子零組件業,TWSE,"ABF載板, BGA基板, 印刷電路板, 印刷電路板相關, 封測服務與材料, 軟板",,
4960,誠美材,光電業,TWSE,"偏光板, 面板零組件",,
4961,天鈺,半導體業,TWSE,"IC設計, LCD驅動IC, 手機零組件, 手機面板驅動IC, 類比IC",,
4966,譜瑞-KY,半導體業,TPEX,"DISPLAYPORT, IC設計, LCD控制IC, LCD驅動IC, USB IC, 傳輸介面, 觸控IC, 高速傳輸介面IC",,
4967,十銓,半導體業,TWSE,"DRAM模組, FLASH模組, 記憶體模組, 電子零件元件",,
4968,立積,半導體業,TWSE,"功率放大器, 射頻前端晶片, 射頻前端模組, 射頻開關",,
4971,IET-KY,半導體業,TPEX,"IC製造, 光通訊元件磊晶, 砷化鎵相關",,
4972,湯石照明,光電業,TPEX,"LED, LED照明產品, 家電, 照明",,
4973,廣穎,半導體業,TPEX,"DRAM模組, FLASH模組, 記憶體模組, 電子零件元件",,
4974,亞泰,電子零組件業,TPEX,"影像感測元件, 數位相機",,
4976,佳凌,光電業,TWSE,"光學元件, 光學鏡片／頭, 數位相機, 數位相機組裝",,
4977,眾達-KY,通信網路業,TWSE,"光纖主動元件, 光通訊",,
4979,華星光,通信網路業,TPEX,"光纖主動元件, 光通訊",,
4987,科誠,電腦及週邊設備業,TPEX,"印表機, 週邊產品",,
4989,榮科,電子零組件業,TWSE,"印刷電路板相關, 銅箔",,
4991,環宇-KY,半導體業,TPEX,"IC製造, 化合物晶圓, 砷化鎵相關",,
4994,傳奇,資訊服務業,TWSE,"PC遊戲, 手機遊戲, 遊戲產業",,
4995,晶達,光電業,TPEX,"LCD顯示器, LCM, 面板業, 顯示器",,
4999,鑫禾,電子零組件業,TWSE,"樞紐, 電子零件元件",,
5007,三星,鋼鐵工業,TWSE,"線材盤元, 螺絲螺帽",,
5009,榮剛,鋼鐵工業,TPEX,"不鏽鋼, 合金鋼, 工具鋼, 特殊鋼",,
5011,久陽,鋼鐵工業,TPEX,"線材盤元, 螺絲螺帽",,
5013,強新,鋼鐵工業,TPEX,"不鏽鋼, 不鏽鋼管, 不鏽鋼線材, 線材盤元",,
5014,建錩,鋼鐵工業,TPEX,"不鏽鋼, 不鏽鋼剪裁加工",,
5015,華祺,鋼鐵工業,TPEX,"不鏽鋼, 不鏽鋼緊固件, 不鏽鋼線材",,
5016,松和,鋼鐵工業,TPEX,"條鋼, 棒鋼, 線材盤元",,
5201,凱衛,資訊服務業,TPEX,"系統整合, 軟體業",,
5202,力新,資訊服務業,TPEX,"套裝軟體, 軟體業, 醫療器材通路, 醫藥流通",,
5203,訊連,資訊服務業,TWSE,"INTERNET技術與基礎設施, 人臉辨識, 套裝軟體, 應用軟體, 生物辨識相關, 軟體業, 雲端科技",,
5205,中茂,綠能環保,TPEX,"傳產其他, 回收焚化／掩埋清運, 水資源, 污水處理",,
5206,坤悅,建材營造業,TPEX,"地產, 營建",,
5209,新鼎,其他業,TPEX,"INTERNET技術與基礎設施, 系統整合, 軟體業, 雲端科技",,
5210,寶碩,資訊服務業,TPEX,"系統整合, 軟體業",,
5211,蒙恬,資訊服務業,TPEX,"手寫板, 掃瞄器, 虛擬實境, 軟體業, 週邊產品",,
5212,凌網,資訊服務業,TPEX,"消費性電子產品, 系統整合, 軟體業, 電子書閱讀器",,
5213,亞昕,建材營造業,TPEX,"地產, 營建",,
5215,科嘉-KY,電腦及週邊設備業,TWSE,"週邊產品, 鍵盤",,
5220,萬達光電,光電業,TPEX,"觸控面板, 面板業",,
5222,全訊,半導體業,TWSE,"IC製造, 功率放大器, 射頻前端晶片, 砷化鎵相關",,
5223,安力-KY,電腦及週邊設備業,TPEX,"模具沖壓, 電子零件元件",,
5225,東科-KY,其他電子業,TWSE,"電子零件元件, 音響設備及零件",,
5227,立凱-KY,電子零組件業,TPEX,"正極材料, 電池材料相關",,
5228,鈺鎧,電子零組件業,TPEX,"被動元件, 電感",,
5230,雷笛克光學,光電業,TPEX,"LED, LED照明產品, 模具沖壓, 電子零件元件",,
5234,達興材料,光電業,TWSE,"光阻劑, 半導體化學品",,
5236,凌陽創新,半導體業,TPEX,"IC設計, MCU, PC週邊IC, 影音IC",,
5243,乙盛-KY,光電業,TWSE,"模具沖壓, 車用沖壓件, 車用金屬成型, 電子零件元件",,
5244,弘凱,光電業,TWSE,"LED, LED封裝",,
5245,智晶,光電業,TPEX,"OLED, 面板業",,
5251,天鉞電,光電業,TPEX,"安全監控, 家居用品, 工業電腦, 鎖",,
5258,虹堡,電腦及週邊設備業,TWSE,"POS機系統, 工業電腦",,
5263,智崴,文化創意業,TPEX,"商用遊戲機, 遊戲產業",,
5269,祥碩,半導體業,TWSE,"IC設計, USB IC, 高速傳輸介面IC",,
5272,笙科,半導體業,TPEX,"IC設計, 無線網路IC",,
5274,信驊,半導體業,TPEX,"IC設計, 其他IC, 影音IC",,
5276,達輝-KY,其他業,TPEX,"傳產其他, 嬰童用品, 機車零組件, 汽機車零組件, 車燈",,
5278,尚凡*,數位雲端,TPEX,"INTERNET應用與服務, 社群網站與媒體",,
5283,禾聯碩,電器電纜,TWSE,"LCD顯示器, 冷氣機, 家電, 顯示器",,
5284,jpp-KY,其他業,TWSE,"模具沖壓, 電子零件元件",,
5285,界霖,半導體業,TWSE,"封測服務與材料, 導線架",,
5287,數字,數位雲端,TPEX,"INTERNET應用與服務, 電商平台",,
5288,豐祥-KY,電機機械,TWSE,"木床／車架, 機車零組件, 汽機車零組件, 車用沖壓件, 車用金屬成型",,
5289,宜鼎,電腦及週邊設備業,TPEX,"DRAM模組, FLASH模組, 硬碟相關, 記憶體模組, 週邊產品, 電子零件元件",,
5291,邑昇,電子零組件業,TPEX,"印刷電路板, 印刷電路板相關, 產業機械, 自行車零件",,
5292,華懋,綠能環保,TWSE,"污染控制設備, 營造工程, 環保工程, 產業機械",,
5299,杰力,半導體業,TPEX,"IC設計, 分離式元件, 電晶體, 類比IC",,
5301,寶得利,觀光餐旅,TPEX,"旅宿／餐飲, 時尚產業, 珠寶, 餐飲",,
5302,太欣,半導體業,TPEX,"DSP, IC設計, MCU, 影音IC, 消費性IC",,
5306,桂盟,運動休閒,TWSE,"引擎相關, 汽機車零組件, 產業機械, 自行車零件",,
5309,系統電,電子零組件業,TPEX,"UPS, 工業用電池, 胎壓監測系統, 車用鋰電池, 車用電子, 電子零件元件, 電池, 電源供應器",,
5310,天剛,資訊服務業,TPEX,"其他化工產品, 化學工業, 手機遊戲, 系統整合, 軟體業, 遊戲產業",,
5312,寶島科,生技醫療業,TPEX,"傳產其他, 眼鏡業",,
5314,世紀*,其他業,TPEX,"生物科技, 食品生技",,
5315,光聯,光電業,TPEX,"LCM, 面板業",,
5321,美而快,數位雲端,TPEX,"INTERNET應用與服務, 成衣, 成衣銷售／零售, 電商平台",,
5324,士開,建材營造業,TPEX,"地產, 旅宿／餐飲, 營建, 飯店",,
5328,華容,電子零組件業,TPEX,"塑膠薄膜電容, 被動元件",,
5340,建榮,電子零組件業,TPEX,"印刷電路板相關, 玻纖布",,
5344,立衛,半導體業,TPEX,"IC封裝測試, IC測試",,
5345,馥鴻,其他業,TPEX,"工業用電池, 電力設備, 電氣開關設備, 電池",,
5347,世界,半導體業,TPEX,"IC製造, 晶圓代工",,
5348,正能量智能,運動休閒,TPEX,"智慧手錶, 穿戴式裝置, 網通設備, 衛星導航",,
5351,鈺創,半導體業,TPEX,"DRAM記憶體IC, IC設計, SRAM記憶體IC, 高速傳輸介面IC",,
5353,台林,通信網路業,TPEX,"半導體製程設備, 工業電腦, 網通設備, 設備儀器商, 車用電子",,
5355,佳總,電子零組件業,TPEX,"印刷電路板, 印刷電路板相關",,
5356,協益,電腦及週邊設備業,TPEX,"其他電子零件, 週邊產品, 電子零件元件",,
5364,力麗店,觀光餐旅,TPEX,"太陽能, 太陽能電池, 旅宿／餐飲, 消費用電池, 電池, 飯店",,
5371,中光電,光電業,TPEX,"投影機, 背光模組, 面板零組件, 顯示器",,
5381,合正,電子零組件業,TPEX,"PCB材料, 印刷電路板相關, 變電設備, 電力設備",,
5386,青雲,電腦及週邊設備業,TPEX,"電子通路, 電腦通路商",,
5388,中磊,通信網路業,TWSE,"區域網路, 接取設備, 無線網路設備系統(WLAN), 網通設備",,
5392,能率,光電業,TPEX,"其他電子零件, 塑膠射出, 控股公司, 機械零組件, 汽機車零組件, 電子零件元件",,
5398,慕康生醫,其他業,TPEX,"生物科技, 醫療器材通路, 醫療服務, 醫療管理服務, 醫藥流通, 食品生技",,
5403,中菲,資訊服務業,TPEX,"系統整合, 軟體業",,
5410,國眾,資訊服務業,TPEX,"企業資源規劃, 傳產其他, 系統整合, 軟體業, 金融機具",,
5425,台半,半導體業,TPEX,"二極體, 分離式元件, 印表機, 週邊產品",,
5426,振發,電腦及週邊設備業,TPEX,"機殼, 連接器, 電子零件元件",,
